R,C,A,N,Threads,Analise0_Media(us),Analise0_DevPad(us),Analise1_Media(us),Analise1_DevPad(us),Analise2_Media(us),Analise2_DevPad(us),Analise3_Media(us),Analise3_DevPad(us),Analise4_Media(us),Analise4_DevPad(us),Total_Media(us),Total_DevPad(us)
10,10,10,100,4,15.20,6.74,9.67,0.38,4.23,0.15,6.82,0.18,0.00,0.00,35.92,6.89
10,10,10,100,5,13.10,6.82,11.25,0.51,3.49,0.31,7.09,0.17,0.00,0.00,34.92,7.08
10,10,10,100,6,11.28,3.77,12.78,0.75,3.58,0.11,7.24,0.79,0.00,0.00,34.89,3.97
10,10,10,100,7,10.02,6.00,13.50,0.61,3.44,0.18,7.12,0.20,0.00,0.00,34.08,6.02
10,10,10,100,8,9.64,8.03,14.09,0.59,3.70,0.38,7.57,0.16,0.00,0.00,34.99,8.07
10,10,10,100,9,27.12,6.85,34.97,3.87,30.73,11.33,25.20,4.38,0.00,0.00,118.02,22.93
10,10,10,100,10,26.61,5.52,36.05,6.44,29.58,2.17,26.03,2.50,0.00,0.00,118.28,7.50
10,10,10,100,11,28.78,7.02,34.40,3.36,32.08,2.97,28.14,2.84,0.00,0.00,123.41,6.79
10,10,10,100,12,31.04,5.92,37.43,5.00,34.46,2.67,30.37,3.05,0.00,0.00,133.30,7.16
10,10,100,100,1,352.52,11.27,100.29,0.59,97.20,5.47,89.69,6.81,0.00,0.00,639.70,14.94
10,10,100,100,2,181.78,19.38,52.31,3.54,52.79,5.49,85.98,4.47,0.00,0.00,372.86,23.92
10,10,100,100,3,127.13,18.80,37.16,3.39,40.96,2.13,85.40,0.53,0.00,0.00,290.65,22.41
10,10,100,100,4,96.11,8.99,27.67,0.43,35.12,0.25,87.47,1.87,0.00,0.00,246.36,9.07
10,10,100,100,5,105.61,6.42,30.27,0.31,27.24,0.98,106.27,2.27,0.00,0.00,269.40,7.79
10,10,100,100,6,88.46,6.23,25.33,0.27,30.71,0.28,105.49,1.43,0.00,0.00,249.98,6.43
10,10,100,100,7,77.10,8.14,22.73,0.60,30.75,0.20,105.53,1.13,0.00,0.00,236.10,8.33
10,10,100,100,8,67.76,8.66,20.31,0.28,30.89,0.25,105.73,1.93,0.00,0.00,224.69,8.91
10,10,100,100,9,117.85,12.22,60.09,24.90,65.77,40.46,104.21,3.43,0.00,0.00,347.92,69.08
10,10,100,100,10,112.03,10.82,61.02,40.25,56.56,11.57,106.25,4.21,0.00,0.00,335.85,44.89
10,10,100,100,11,113.09,13.87,58.99,7.54,55.06,4.34,106.43,3.39,0.00,0.00,333.58,15.75
10,10,100,100,12,118.67,17.41,59.73,6.09,61.61,6.69,113.77,19.19,0.00,0.00,353.78,35.69
10,100,100,100,1,3737.06,134.13,1028.84,12.32,908.25,8.23,906.56,22.23,0.00,0.00,6580.70,156.53
10,100,100,100,2,2031.56,73.54,525.49,16.05,484.95,15.51,878.05,28.43,0.00,0.00,3920.05,84.56
10,100,100,100,3,1839.49,63.47,361.31,7.83,361.45,7.41,883.01,16.04,0.00,0.00,3445.26,66.89
10,100,100,100,4,2028.65,40.59,371.34,11.35,362.19,12.33,1071.17,23.70,0.00,0.00,3833.35,47.38
10,100,100,100,5,1961.07,34.68,297.11,2.81,280.16,3.02,1080.45,7.52,0.00,0.00,3618.79,37.16
10,100,100,100,6,1865.13,44.27,252.58,5.18,290.71,4.08,1076.92,6.92,0.00,0.00,3485.34,42.53
10,100,100,100,7,1882.88,46.07,238.59,74.24,295.47,5.87,1072.84,4.99,0.00,0.00,3489.78,98.65
10,100,100,100,8,1886.81,56.90,196.51,16.29,289.40,1.12,1068.04,9.85,0.00,0.00,3440.75,67.49
10,100,100,100,9,2139.91,38.04,401.32,24.69,383.18,37.95,962.13,31.71,0.00,0.00,3886.55,70.09
10,100,100,100,10,1993.81,91.66,363.28,41.15,354.41,45.64,959.66,33.25,0.00,0.00,3671.15,127.65
10,100,100,100,11,1909.47,70.32,356.38,61.42,354.69,44.13,955.24,34.03,0.00,0.00,3575.78,118.69
10,100,100,100,12,1897.51,63.28,368.33,56.60,377.00,58.28,950.92,35.60,0.00,0.00,3593.76,127.28
100,100,100,100,1,37369.96,987.75,10207.38,74.42,8848.10,47.81,8783.10,229.37,0.00,0.00,65208.55,1212.72
100,100,100,100,2,20950.88,1666.13,5254.58,317.65,4629.73,328.66,8253.32,136.63,0.00,0.00,39088.52,2332.54
100,100,100,100,3,18990.60,159.78,3612.27,110.64,3075.19,28.17,8173.91,102.23,0.00,0.00,33851.97,274.20
100,100,100,100,4,19202.79,950.38,3083.05,432.40,2726.36,431.47,8182.46,124.73,0.00,0.00,33194.66,1910.17
100,100,100,100,5,19430.63,245.39,2966.52,23.68,2668.22,26.74,8313.77,111.04,0.00,0.00,33379.15,300.36
100,100,100,100,6,18656.14,172.53,2513.52,14.79,2304.70,7.30,8323.29,54.80,0.00,0.00,31797.64,181.98
100,100,100,100,7,18546.54,107.18,2159.92,32.98,1965.91,6.89,8261.34,67.27,0.00,0.00,30933.71,135.39
100,100,100,100,8,18810.94,450.33,1913.92,99.26,1818.36,173.25,8282.42,71.35,0.00,0.00,30825.64,546.39
100,100,100,100,9,20169.49,339.47,2934.30,43.66,2552.93,76.04,8265.86,79.59,0.00,0.00,33922.58,315.24
100,100,100,100,10,19171.77,423.74,2682.03,98.21,2378.12,93.08,8216.20,75.72,0.00,0.00,32448.12,488.41
100,100,100,100,11,18955.14,284.36,2546.63,149.26,2275.15,136.14,8194.23,101.44,0.00,0.00,31971.16,380.19
100,100,100,100,12,18981.85,358.12,2424.76,152.39,2199.79,121.70,8228.02,83.22,0.00,0.00,31834.42,457.86
100,100,1000,100,1,369826.15,11243.99,94409.74,266.68,87698.45,279.14,105109.50,449.71,0.00,0.00,657043.85,11219.51
100,100,1000,100,2,203107.69,3893.76,47864.10,261.48,45480.83,271.99,95513.17,463.56,0.00,0.00,391965.79,4022.39
100,100,1000,100,3,185236.32,1342.78,32651.77,152.33,31787.04,179.22,92244.29,680.81,0.00,0.00,341919.42,1297.07
100,100,1000,100,4,180253.70,444.71,24977.06,190.11,24784.12,199.22,90134.35,243.09,0.00,0.00,320149.24,575.26
100,100,1000,100,5,192288.92,512.64,26837.66,31.28,26262.56,334.61,92050.51,372.31,0.00,0.00,337439.65,708.62
100,100,1000,100,6,183640.11,468.11,22514.12,130.87,23020.57,125.42,90724.10,265.41,0.00,0.00,319898.90,641.10
100,100,1000,100,7,182723.79,657.61,19550.91,143.69,21100.87,223.00,89846.74,278.73,0.00,0.00,313222.31,777.60
100,100,1000,100,8,182733.21,1240.63,17561.36,230.83,18800.98,132.84,89306.96,281.06,0.00,0.00,308402.52,1232.90
100,100,1000,100,9,188705.62,3150.87,24623.95,1247.99,23484.96,1136.50,91296.21,458.15,0.00,0.00,328110.75,3088.69
100,100,1000,100,10,184888.32,1231.49,23243.42,800.84,22896.55,1098.06,90725.05,609.06,0.00,0.00,321753.35,1755.72
100,100,1000,100,11,183392.15,766.17,22630.08,1299.50,22055.05,1335.53,90460.72,608.47,0.00,0.00,318538.00,1971.47
100,100,1000,100,12,183519.43,1016.46,21470.29,1022.39,21032.15,1281.53,90493.40,410.43,0.00,0.00,316515.27,1461.96
